"","ind","ref","param","coeff","N_random_tracks"
"Dist_fond316","Fish72","Ref","Dist to bottom",-2.31580489315999,32
"Dist_berge316","Fish72","Ref","Dist to shore",-0.0209407507704089,32
"Prey_predicted317","Fish72","Ref","Large zooplankton",2.59447013209377,32
"NotPrey_predicted317","Fish72","Ref","Small zooplankton",-2.65110132334884,32
"ecart_6317","Fish72","Ref","Dist to Iso6",-2.54487899745527,32
"Dist_fond317","Fish72","Ref","Dist to bottom",-2.22243302412837,32
"Dist_berge317","Fish72","Ref","Dist to shore",-0.0785165113166315,32
"Prey_predicted318","Fish72","Ref","Large zooplankton",2.21630021446128,32
"NotPrey_predicted318","Fish72","Ref","Small zooplankton",-2.36519413105333,32
"ecart_6318","Fish72","Ref","Dist to Iso6",-2.3484621137076,32
"Dist_fond318","Fish72","Ref","Dist to bottom",-1.8087069501244,32
"Dist_berge318","Fish72","Ref","Dist to shore",-0.162300243704944,32
"Prey_predicted319","Fish72","Ref","Large zooplankton",2.01182613772461,32
"NotPrey_predicted319","Fish72","Ref","Small zooplankton",-2.16299710609232,32
"ecart_6319","Fish72","Ref","Dist to Iso6",-2.34605867806844,32
"Dist_fond319","Fish72","Ref","Dist to bottom",-1.67344926388625,32
"Dist_berge319","Fish72","Ref","Dist to shore",-0.145730687124278,32
"Prey_predicted320","Fish72","Ref","Large zooplankton",2.27096072430217,33
"NotPrey_predicted320","Fish72","Ref","Small zooplankton",-2.4048096813385,33
"ecart_6320","Fish72","Ref","Dist to Iso6",-2.25575242305618,33
"Dist_fond320","Fish72","Ref","Dist to bottom",-2.40072423356407,33
"Dist_berge320","Fish72","Ref","Dist to shore",-0.0643985531175091,33
"Prey_predicted321","Fish72","Ref","Large zooplankton",3.3206760651377,33
"NotPrey_predicted321","Fish72","Ref","Small zooplankton",-3.40424122409712,33
"ecart_6321","Fish72","Ref","Dist to Iso6",-2.78880468361959,33
"Dist_fond321","Fish72","Ref","Dist to bottom",-2.49948982189409,33
"Dist_berge321","Fish72","Ref","Dist to shore",0.0795779965783888,33
"Prey_predicted322","Fish72","Ref","Large zooplankton",3.0392508178532,33
"NotPrey_predicted322","Fish72","Ref","Small zooplankton",-3.0621066476932,33
"ecart_6322","Fish72","Ref","Dist to Iso6",-2.5249355011702,33
"Dist_fond322","Fish72","Ref","Dist to bottom",-2.53597724634573,33
"Dist_berge322","Fish72","Ref","Dist to shore",-0.0388830568061381,33
"Prey_predicted323","Fish72","Ref","Large zooplankton",3.21924992730242,33
"NotPrey_predicted323","Fish72","Ref","Small zooplankton",-3.38109512205482,33
"ecart_6323","Fish72","Ref","Dist to Iso6",-2.3515476888982,33
"Dist_fond323","Fish72","Ref","Dist to bottom",-1.96407725757573,33
"Dist_berge323","Fish72","Ref","Dist to shore",-0.120807661430006,33
"Prey_predicted324","Fish72","Ref","Large zooplankton",2.87158753797031,33
"NotPrey_predicted324","Fish72","Ref","Small zooplankton",-3.06896258137764,33
"ecart_6324","Fish72","Ref","Dist to Iso6",-2.8281537989369,33
"Dist_fond324","Fish72","Ref","Dist to bottom",-1.61154110182896,33
"Dist_berge324","Fish72","Ref","Dist to shore",-0.226846838994098,33
"Prey_predicted325","Fish72","Ref","Large zooplankton",2.25077041048007,33
"NotPrey_predicted325","Fish72","Ref","Small zooplankton",-2.46781084274753,33
"ecart_6325","Fish72","Ref","Dist to Iso6",-2.67733183712321,33
"Dist_fond325","Fish72","Ref","Dist to bottom",-1.66910644184377,33
"Dist_berge325","Fish72","Ref","Dist to shore",-0.0936596074340507,33
"Prey_predicted326","Fish72","Ref","Large zooplankton",1.81287611352957,33
"NotPrey_predicted326","Fish72","Ref","Small zooplankton",-1.98900241376845,33
"ecart_6326","Fish72","Ref","Dist to Iso6",-2.39171467788069,33
"Dist_fond326","Fish72","Ref","Dist to bottom",-2.10539159673291,33
"Dist_berge326","Fish72","Ref","Dist to shore",-0.0213404462358397,33
"Prey_predicted327","Fish72","Ref","Large zooplankton",2.29109654278663,33
"NotPrey_predicted327","Fish72","Ref","Small zooplankton",-2.46352603711836,33
"ecart_6327","Fish72","Ref","Dist to Iso6",-2.31023466941492,33
"Dist_fond327","Fish72","Ref","Dist to bottom",-2.0412249956172,33
"Dist_berge327","Fish72","Ref","Dist to shore",-0.134682724252319,33
"Prey_predicted328","Fish72","Ref","Large zooplankton",2.7383038909019,33
"NotPrey_predicted328","Fish72","Ref","Small zooplankton",-2.86709808400417,33
"ecart_6328","Fish72","Ref","Dist to Iso6",-2.79834865469537,33
"Dist_fond328","Fish72","Ref","Dist to bottom",-2.02037914011941,33
"Dist_berge328","Fish72","Ref","Dist to shore",-0.0978604551173892,33
"Prey_predicted329","Fish72","Ref","Large zooplankton",2.61795186334129,33
"NotPrey_predicted329","Fish72","Ref","Small zooplankton",-2.72166313696239,33
"ecart_6329","Fish72","Ref","Dist to Iso6",-2.42102652500361,33
"Dist_fond329","Fish72","Ref","Dist to bottom",-1.91619272556779,33
"Dist_berge329","Fish72","Ref","Dist to shore",0.0201544272719212,33
"Prey_predicted330","Fish72","Ref","Large zooplankton",1.89833535550906,34
"NotPrey_predicted330","Fish72","Ref","Small zooplankton",-2.0138782620405,34
"ecart_6330","Fish72","Ref","Dist to Iso6",-2.33361153731599,34
"Dist_fond330","Fish72","Ref","Dist to bottom",-2.15069580697366,34
"Dist_berge330","Fish72","Ref","Dist to shore",-0.0136019607263183,34
"Prey_predicted331","Fish72","Ref","Large zooplankton",1.93833645500949,34
"NotPrey_predicted331","Fish72","Ref","Small zooplankton",-2.06586604711118,34
"ecart_6331","Fish72","Ref","Dist to Iso6",-2.29801838119259,34
"Dist_fond331","Fish72","Ref","Dist to bottom",-1.86001089329839,34
"Dist_berge331","Fish72","Ref","Dist to shore",-0.15351870294254,34
"Prey_predicted332","Fish72","Ref","Large zooplankton",2.9392995455266,34
"NotPrey_predicted332","Fish72","Ref","Small zooplankton",-3.04762327934103,34
"ecart_6332","Fish72","Ref","Dist to Iso6",-2.5531835635301,34
"Dist_fond332","Fish72","Ref","Dist to bottom",-2.03276267205722,34
"Dist_berge332","Fish72","Ref","Dist to shore",-0.120518918169926,34
"Prey_predicted333","Fish72","Ref","Large zooplankton",2.0353324472309,34
"NotPrey_predicted333","Fish72","Ref","Small zooplankton",-2.2433556869221,34
"ecart_6333","Fish72","Ref","Dist to Iso6",-2.61177820323458,34
"Dist_fond333","Fish72","Ref","Dist to bottom",-1.95565538306291,34
"Dist_berge333","Fish72","Ref","Dist to shore",-0.158174449500873,34
"Prey_predicted334","Fish72","Ref","Large zooplankton",2.79571143619334,34
"NotPrey_predicted334","Fish72","Ref","Small zooplankton",-2.86461489110841,34
"ecart_6334","Fish72","Ref","Dist to Iso6",-2.4752556821026,34
"Dist_fond334","Fish72","Ref","Dist to bottom",-2.1436775417976,34
"Dist_berge334","Fish72","Ref","Dist to shore",-0.100093322648917,34
"Prey_predicted335","Fish72","Ref","Large zooplankton",3.01753826899711,34
"NotPrey_predicted335","Fish72","Ref","Small zooplankton",-3.08416297560559,34
"ecart_6335","Fish72","Ref","Dist to Iso6",-1.93452038514875,34
"Dist_fond335","Fish72","Ref","Dist to bottom",-2.42187070453834,34
"Dist_berge335","Fish72","Ref","Dist to shore",-0.0663016702640975,34
"Prey_predicted336","Fish72","Ref","Large zooplankton",2.78620477847409,34
"NotPrey_predicted336","Fish72","Ref","Small zooplankton",-2.90219732078317,34
"ecart_6336","Fish72","Ref","Dist to Iso6",-2.32133477509195,34
"Dist_fond336","Fish72","Ref","Dist to bottom",-2.06162622188396,34
"Dist_berge336","Fish72","Ref","Dist to shore",0.028554326149924,34
"Prey_predicted337","Fish72","Ref","Large zooplankton",2.69722952374894,34
"NotPrey_predicted337","Fish72","Ref","Small zooplankton",-2.76295314025093,34
"ecart_6337","Fish72","Ref","Dist to Iso6",-2.29413619173799,34
"Dist_fond337","Fish72","Ref","Dist to bottom",-2.15232748227389,34
"Dist_berge337","Fish72","Ref","Dist to shore",0.0271659720692859,34
"Prey_predicted338","Fish72","Ref","Large zooplankton",2.27558376912339,34
"NotPrey_predicted338","Fish72","Ref","Small zooplankton",-2.41050137273509,34
"ecart_6338","Fish72","Ref","Dist to Iso6",-2.43542249837789,34
"Dist_fond338","Fish72","Ref","Dist to bottom",-1.78121058006862,34
"Dist_berge338","Fish72","Ref","Dist to shore",-0.149088918715153,34
"Prey_predicted339","Fish72","Ref","Large zooplankton",2.74273304827863,34
"NotPrey_predicted339","Fish72","Ref","Small zooplankton",-2.90194108168037,34
"ecart_6339","Fish72","Ref","Dist to Iso6",-1.93952101397274,34
"Dist_fond339","Fish72","Ref","Dist to bottom",-2.46933853825072,34
"Dist_berge339","Fish72","Ref","Dist to shore",-0.0633469590406505,34
"Prey_predicted340","Fish72","Ref","Large zooplankton",2.42155919380658,35
"NotPrey_predicted340","Fish72","Ref","Small zooplankton",-2.55649247812593,35
"ecart_6340","Fish72","Ref","Dist to Iso6",-2.62529459919125,35
"Dist_fond340","Fish72","Ref","Dist to bottom",-2.15327492090136,35
"Dist_berge340","Fish72","Ref","Dist to shore",-0.000271141280463179,35
"Prey_predicted341","Fish72","Ref","Large zooplankton",1.74466933658829,35
"NotPrey_predicted341","Fish72","Ref","Small zooplankton",-1.86332925812178,35
"ecart_6341","Fish72","Ref","Dist to Iso6",-2.2614705369482,35
"Dist_fond341","Fish72","Ref","Dist to bottom",-2.27755415676533,35
"Dist_berge341","Fish72","Ref","Dist to shore",-0.0586300968160339,35
"Prey_predicted342","Fish72","Ref","Large zooplankton",3.156502601082,35
"NotPrey_predicted342","Fish72","Ref","Small zooplankton",-3.3048293507351,35
"ecart_6342","Fish72","Ref","Dist to Iso6",-2.41055260262418,35
"Dist_fond342","Fish72","Ref","Dist to bottom",-2.16891523319092,35
"Dist_berge342","Fish72","Ref","Dist to shore",-0.0629924173583069,35
"Prey_predicted343","Fish72","Ref","Large zooplankton",2.88805315253402,35
"NotPrey_predicted343","Fish72","Ref","Small zooplankton",-3.02836314011242,35
"ecart_6343","Fish72","Ref","Dist to Iso6",-2.57165961400208,35
"Dist_fond343","Fish72","Ref","Dist to bottom",-2.1027857624861,35
"Dist_berge343","Fish72","Ref","Dist to shore",-0.110926869592265,35
"Prey_predicted344","Fish72","Ref","Large zooplankton",2.52620668861191,35
"NotPrey_predicted344","Fish72","Ref","Small zooplankton",-2.68360751054091,35
"ecart_6344","Fish72","Ref","Dist to Iso6",-2.1191166786338,35
"Dist_fond344","Fish72","Ref","Dist to bottom",-2.305290191141,35
"Dist_berge344","Fish72","Ref","Dist to shore",-0.0465806182306814,35
"Prey_predicted345","Fish72","Ref","Large zooplankton",2.20494074573165,35
"NotPrey_predicted345","Fish72","Ref","Small zooplankton",-2.42506506220622,35
"ecart_6345","Fish72","Ref","Dist to Iso6",-2.28473377776763,35
"Dist_fond345","Fish72","Ref","Dist to bottom",-1.80983745822035,35
"Dist_berge345","Fish72","Ref","Dist to shore",-0.137923493425776,35
"Prey_predicted346","Fish72","Ref","Large zooplankton",2.19331983301408,35
"NotPrey_predicted346","Fish72","Ref","Small zooplankton",-2.35459016039119,35
"ecart_6346","Fish72","Ref","Dist to Iso6",-2.23245721761054,35
"Dist_fond346","Fish72","Ref","Dist to bottom",-1.90379119437327,35
"Dist_berge346","Fish72","Ref","Dist to shore",-0.234034578932797,35
"Prey_predicted347","Fish72","Ref","Large zooplankton",2.35131420691837,35
"NotPrey_predicted347","Fish72","Ref","Small zooplankton",-2.41053328664828,35
"ecart_6347","Fish72","Ref","Dist to Iso6",-2.52348595516419,35
"Dist_fond347","Fish72","Ref","Dist to bottom",-2.08718905435968,35
"Dist_berge347","Fish72","Ref","Dist to shore",-0.0881435731403577,35
"Prey_predicted348","Fish72","Ref","Large zooplankton",2.40259820182879,35
"NotPrey_predicted348","Fish72","Ref","Small zooplankton",-2.60252609959085,35
"ecart_6348","Fish72","Ref","Dist to Iso6",-2.34699124474717,35
"Dist_fond348","Fish72","Ref","Dist to bottom",-2.06550977794346,35
"Dist_berge348","Fish72","Ref","Dist to shore",-0.101303780984381,35
"Prey_predicted349","Fish72","Ref","Large zooplankton",2.17533225555884,35
"NotPrey_predicted349","Fish72","Ref","Small zooplankton",-2.31464901195565,35
"ecart_6349","Fish72","Ref","Dist to Iso6",-2.37119875122274,35
"Dist_fond349","Fish72","Ref","Dist to bottom",-1.92397578598497,35
"Dist_berge349","Fish72","Ref","Dist to shore",-0.10988865077309,35
"Prey_predicted350","Fish72","Ref","Large zooplankton",2.74765953917077,36
"NotPrey_predicted350","Fish72","Ref","Small zooplankton",-2.84854044547724,36
"ecart_6350","Fish72","Ref","Dist to Iso6",-2.20286219769247,36
"Dist_fond350","Fish72","Ref","Dist to bottom",-2.21786969029171,36
"Dist_berge350","Fish72","Ref","Dist to shore",-0.106471032111526,36
"Prey_predicted351","Fish72","Ref","Large zooplankton",1.72386680124706,36
"NotPrey_predicted351","Fish72","Ref","Small zooplankton",-1.86147212390374,36
"ecart_6351","Fish72","Ref","Dist to Iso6",-2.53967081834005,36
"Dist_fond351","Fish72","Ref","Dist to bottom",-1.88099234209844,36
"Dist_berge351","Fish72","Ref","Dist to shore",-0.0986435273269974,36
"Prey_predicted352","Fish72","Ref","Large zooplankton",1.60957223192611,36
"NotPrey_predicted352","Fish72","Ref","Small zooplankton",-1.75991496885939,36
"ecart_6352","Fish72","Ref","Dist to Iso6",-2.43082067867444,36
"Dist_fond352","Fish72","Ref","Dist to bottom",-1.7830007487364,36
"Dist_berge352","Fish72","Ref","Dist to shore",-0.141775507136025,36
"Prey_predicted353","Fish72","Ref","Large zooplankton",2.84688583495169,36
"NotPrey_predicted353","Fish72","Ref","Small zooplankton",-3.03556059092104,36
"ecart_6353","Fish72","Ref","Dist to Iso6",-2.28811532788792,36
"Dist_fond353","Fish72","Ref","Dist to bottom",-2.05429071805127,36
"Dist_berge353","Fish72","Ref","Dist to shore",-0.103287377669605,36
"Prey_predicted354","Fish72","Ref","Large zooplankton",1.91244641444789,36
"NotPrey_predicted354","Fish72","Ref","Small zooplankton",-2.10927829190285,36
"ecart_6354","Fish72","Ref","Dist to Iso6",-2.40732126582179,36
"Dist_fond354","Fish72","Ref","Dist to bottom",-1.77070885978395,36
"Dist_berge354","Fish72","Ref","Dist to shore",-0.131667073867931,36
"Prey_predicted355","Fish72","Ref","Large zooplankton",2.69766398684664,36
"NotPrey_predicted355","Fish72","Ref","Small zooplankton",-2.91774560726768,36
"ecart_6355","Fish72","Ref","Dist to Iso6",-2.60158715035676,36
"Dist_fond355","Fish72","Ref","Dist to bottom",-1.91346668481276,36
"Dist_berge355","Fish72","Ref","Dist to shore",-0.0990733468339918,36
"Prey_predicted356","Fish72","Ref","Large zooplankton",2.81350032696263,36
"NotPrey_predicted356","Fish72","Ref","Small zooplankton",-2.95204294905899,36
"ecart_6356","Fish72","Ref","Dist to Iso6",-2.37567196401997,36
"Dist_fond356","Fish72","Ref","Dist to bottom",-2.19560471336154,36
"Dist_berge356","Fish72","Ref","Dist to shore",-0.0284024793073237,36
"Prey_predicted357","Fish72","Ref","Large zooplankton",1.91343096057857,36
"NotPrey_predicted357","Fish72","Ref","Small zooplankton",-2.07726625735696,36
"ecart_6357","Fish72","Ref","Dist to Iso6",-2.26267421984019,36
"Dist_fond357","Fish72","Ref","Dist to bottom",-1.711247897054,36
"Dist_berge357","Fish72","Ref","Dist to shore",-0.182487376567519,36
"Prey_predicted358","Fish72","Ref","Large zooplankton",2.47916717653032,36
"NotPrey_predicted358","Fish72","Ref","Small zooplankton",-2.58265795713694,36
"ecart_6358","Fish72","Ref","Dist to Iso6",-2.18010430776213,36
"Dist_fond358","Fish72","Ref","Dist to bottom",-2.29834573984522,36
"Dist_berge358","Fish72","Ref","Dist to shore",-0.0450052892614161,36
"Prey_predicted359","Fish72","Ref","Large zooplankton",2.23383291736611,36
"NotPrey_predicted359","Fish72","Ref","Small zooplankton",-2.42315335863647,36
"ecart_6359","Fish72","Ref","Dist to Iso6",-2.3078730671471,36
"Dist_fond359","Fish72","Ref","Dist to bottom",-2.05030129699917,36
"Dist_berge359","Fish72","Ref","Dist to shore",-0.0589084624127968,36
"Prey_predicted360","Fish72","Ref","Large zooplankton",2.5707889856647,37
"NotPrey_predicted360","Fish72","Ref","Small zooplankton",-2.64001532877809,37
"ecart_6360","Fish72","Ref","Dist to Iso6",-2.0600544510765,37
"Dist_fond360","Fish72","Ref","Dist to bottom",-2.31081323803917,37
"Dist_berge360","Fish72","Ref","Dist to shore",-0.0016192394050569,37
"Prey_predicted361","Fish72","Ref","Large zooplankton",2.64455118512836,37
"NotPrey_predicted361","Fish72","Ref","Small zooplankton",-2.73581245353225,37
"ecart_6361","Fish72","Ref","Dist to Iso6",-2.37875487258954,37
"Dist_fond361","Fish72","Ref","Dist to bottom",-2.21285902311745,37
"Dist_berge361","Fish72","Ref","Dist to shore",-0.080329529010932,37
"Prey_predicted362","Fish72","Ref","Large zooplankton",2.57817252217658,37
"NotPrey_predicted362","Fish72","Ref","Small zooplankton",-2.78165002838251,37
"ecart_6362","Fish72","Ref","Dist to Iso6",-2.42395961125494,37
"Dist_fond362","Fish72","Ref","Dist to bottom",-1.88402532140224,37
"Dist_berge362","Fish72","Ref","Dist to shore",-0.222173747221582,37
"Prey_predicted363","Fish72","Ref","Large zooplankton",2.37615515580867,37
"NotPrey_predicted363","Fish72","Ref","Small zooplankton",-2.49597767794086,37
"ecart_6363","Fish72","Ref","Dist to Iso6",-2.09757930053628,37
"Dist_fond363","Fish72","Ref","Dist to bottom",-1.9883343846594,37
"Dist_berge363","Fish72","Ref","Dist to shore",-0.191904429873749,37
"Prey_predicted364","Fish72","Ref","Large zooplankton",2.74606854395028,37
"NotPrey_predicted364","Fish72","Ref","Small zooplankton",-2.80220728614554,37
"ecart_6364","Fish72","Ref","Dist to Iso6",-2.63514461728219,37
"Dist_fond364","Fish72","Ref","Dist to bottom",-2.17366925107599,37
"Dist_berge364","Fish72","Ref","Dist to shore",-0.059650865290372,37
"Prey_predicted365","Fish72","Ref","Large zooplankton",2.16194966268332,37
"NotPrey_predicted365","Fish72","Ref","Small zooplankton",-2.21977302421409,37
"ecart_6365","Fish72","Ref","Dist to Iso6",-2.06618124902963,37
"Dist_fond365","Fish72","Ref","Dist to bottom",-2.28921702760111,37
"Dist_berge365","Fish72","Ref","Dist to shore",-0.0550053619179997,37
"Prey_predicted366","Fish72","Ref","Large zooplankton",3.0669962985959,37
"NotPrey_predicted366","Fish72","Ref","Small zooplankton",-3.16094609052222,37
"ecart_6366","Fish72","Ref","Dist to Iso6",-2.26055593127487,37
"Dist_fond366","Fish72","Ref","Dist to bottom",-2.44755475802164,37
"Dist_berge366","Fish72","Ref","Dist to shore",-0.036762337060997,37
"Prey_predicted367","Fish72","Ref","Large zooplankton",2.88276566989475,37
"NotPrey_predicted367","Fish72","Ref","Small zooplankton",-3.05428288722238,37
"ecart_6367","Fish72","Ref","Dist to Iso6",-2.29344289960405,37
"Dist_fond367","Fish72","Ref","Dist to bottom",-2.07420589254235,37
"Dist_berge367","Fish72","Ref","Dist to shore",-0.128709515721468,37
"Prey_predicted368","Fish72","Ref","Large zooplankton",2.28610950770601,37
"NotPrey_predicted368","Fish72","Ref","Small zooplankton",-2.41415214692097,37
"ecart_6368","Fish72","Ref","Dist to Iso6",-2.20529745646331,37
"Dist_fond368","Fish72","Ref","Dist to bottom",-2.09545949147873,37
"Dist_berge368","Fish72","Ref","Dist to shore",-0.0186086618688729,37
"Prey_predicted369","Fish72","Ref","Large zooplankton",2.15840509006062,37
"NotPrey_predicted369","Fish72","Ref","Small zooplankton",-2.25946542487158,37
"ecart_6369","Fish72","Ref","Dist to Iso6",-2.14831183523166,37
"Dist_fond369","Fish72","Ref","Dist to bottom",-1.81465294765538,37
"Dist_berge369","Fish72","Ref","Dist to shore",-0.228330696857034,37
"Prey_predicted370","Fish72","Ref","Large zooplankton",2.31428248667481,38
"NotPrey_predicted370","Fish72","Ref","Small zooplankton",-2.48733010065408,38
"ecart_6370","Fish72","Ref","Dist to Iso6",-2.52936573502054,38
"Dist_fond370","Fish72","Ref","Dist to bottom",-1.54894742688159,38
"Dist_berge370","Fish72","Ref","Dist to shore",-0.205022919324549,38
"Prey_predicted371","Fish72","Ref","Large zooplankton",3.04374947796266,38
"NotPrey_predicted371","Fish72","Ref","Small zooplankton",-3.14251200044496,38
"ecart_6371","Fish72","Ref","Dist to Iso6",-2.52286813681903,38
"Dist_fond371","Fish72","Ref","Dist to bottom",-2.24946330593141,38
"Dist_berge371","Fish72","Ref","Dist to shore",0.0531872463874739,38
"Prey_predicted372","Fish72","Ref","Large zooplankton",2.45011320426746,38
"NotPrey_predicted372","Fish72","Ref","Small zooplankton",-2.5507222751824,38
"ecart_6372","Fish72","Ref","Dist to Iso6",-2.45217281106884,38
"Dist_fond372","Fish72","Ref","Dist to bottom",-1.85926272602839,38
"Dist_berge372","Fish72","Ref","Dist to shore",-0.0955700014264187,38
"Prey_predicted373","Fish72","Ref","Large zooplankton",2.5368820458185,38
"NotPrey_predicted373","Fish72","Ref","Small zooplankton",-2.71095327342012,38
"ecart_6373","Fish72","Ref","Dist to Iso6",-2.47907680929113,38
"Dist_fond373","Fish72","Ref","Dist to bottom",-1.80331387900286,38
"Dist_berge373","Fish72","Ref","Dist to shore",-0.181540976319505,38
"Prey_predicted374","Fish72","Ref","Large zooplankton",2.19258533025164,38
"NotPrey_predicted374","Fish72","Ref","Small zooplankton",-2.38375575543265,38
"ecart_6374","Fish72","Ref","Dist to Iso6",-2.36708482996195,38
"Dist_fond374","Fish72","Ref","Dist to bottom",-1.65038939029505,38
"Dist_berge374","Fish72","Ref","Dist to shore",-0.354477937334492,38
"Prey_predicted375","Fish72","Ref","Large zooplankton",2.22479760684304,38
"NotPrey_predicted375","Fish72","Ref","Small zooplankton",-2.37233836315269,38
"ecart_6375","Fish72","Ref","Dist to Iso6",-2.35355071358146,38
"Dist_fond375","Fish72","Ref","Dist to bottom",-1.97433374800788,38
"Dist_berge375","Fish72","Ref","Dist to shore",-0.243834881466781,38
"Prey_predicted376","Fish72","Ref","Large zooplankton",2.51011920820086,38
"NotPrey_predicted376","Fish72","Ref","Small zooplankton",-2.72836721136832,38
"ecart_6376","Fish72","Ref","Dist to Iso6",-2.4958034787145,38
"Dist_fond376","Fish72","Ref","Dist to bottom",-2.06655774822361,38
"Dist_berge376","Fish72","Ref","Dist to shore",-0.112151340927223,38
"Prey_predicted377","Fish72","Ref","Large zooplankton",1.85087868148471,38
"NotPrey_predicted377","Fish72","Ref","Small zooplankton",-2.02930682843834,38
"ecart_6377","Fish72","Ref","Dist to Iso6",-2.35665464021398,38
"Dist_fond377","Fish72","Ref","Dist to bottom",-1.9396850686165,38
"Dist_berge377","Fish72","Ref","Dist to shore",-0.16305300035033,38
"Prey_predicted378","Fish72","Ref","Large zooplankton",2.63981120052466,38
"NotPrey_predicted378","Fish72","Ref","Small zooplankton",-2.83658050407956,38
"ecart_6378","Fish72","Ref","Dist to Iso6",-2.48987580701497,38
"Dist_fond378","Fish72","Ref","Dist to bottom",-2.0935078871364,38
"Dist_berge378","Fish72","Ref","Dist to shore",-0.1655777480666,38
"Prey_predicted379","Fish72","Ref","Large zooplankton",2.55925676305764,38
"NotPrey_predicted379","Fish72","Ref","Small zooplankton",-2.67831194439385,38
"ecart_6379","Fish72","Ref","Dist to Iso6",-2.55459787588981,38
"Dist_fond379","Fish72","Ref","Dist to bottom",-2.02223387903219,38
"Dist_berge379","Fish72","Ref","Dist to shore",-0.200967193240354,38
"Prey_predicted380","Fish72","Ref","Large zooplankton",2.82862493594589,39
"NotPrey_predicted380","Fish72","Ref","Small zooplankton",-2.94288477831363,39
"ecart_6380","Fish72","Ref","Dist to Iso6",-2.29867390721292,39
"Dist_fond380","Fish72","Ref","Dist to bottom",-2.39614057807875,39
"Dist_berge380","Fish72","Ref","Dist to shore",-0.0407077050360143,39
"Prey_predicted381","Fish72","Ref","Large zooplankton",3.2045557869299,39
"NotPrey_predicted381","Fish72","Ref","Small zooplankton",-3.27852722575771,39
"ecart_6381","Fish72","Ref","Dist to Iso6",-2.77907133842747,39
"Dist_fond381","Fish72","Ref","Dist to bottom",-2.18960412589679,39
"Dist_berge381","Fish72","Ref","Dist to shore",0.0443305209036188,39
"Prey_predicted382","Fish72","Ref","Large zooplankton",2.69791028634642,39
"NotPrey_predicted382","Fish72","Ref","Small zooplankton",-2.82675052101545,39
"ecart_6382","Fish72","Ref","Dist to Iso6",-2.03181771586965,39
"Dist_fond382","Fish72","Ref","Dist to bottom",-2.21114424455307,39
"Dist_berge382","Fish72","Ref","Dist to shore",-0.065898221171699,39
"Prey_predicted383","Fish72","Ref","Large zooplankton",2.73938930440396,39
"NotPrey_predicted383","Fish72","Ref","Small zooplankton",-2.87789192185626,39
"ecart_6383","Fish72","Ref","Dist to Iso6",-2.21278915814408,39
"Dist_fond383","Fish72","Ref","Dist to bottom",-2.09528219447146,39
"Dist_berge383","Fish72","Ref","Dist to shore",-0.189265674518775,39
"Prey_predicted384","Fish72","Ref","Large zooplankton",2.53378589524205,39
"NotPrey_predicted384","Fish72","Ref","Small zooplankton",-2.74065795177857,39
"ecart_6384","Fish72","Ref","Dist to Iso6",-2.71000015170335,39
"Dist_fond384","Fish72","Ref","Dist to bottom",-1.69972742334891,39
"Dist_berge384","Fish72","Ref","Dist to shore",-0.240697355913569,39
"Prey_predicted385","Fish72","Ref","Large zooplankton",2.57262390256997,39
"NotPrey_predicted385","Fish72","Ref","Small zooplankton",-2.71281841574665,39
"ecart_6385","Fish72","Ref","Dist to Iso6",-2.68474654370202,39
"Dist_fond385","Fish72","Ref","Dist to bottom",-1.64454870074542,39
"Dist_berge385","Fish72","Ref","Dist to shore",-0.244241570796386,39
"Prey_predicted386","Fish72","Ref","Large zooplankton",2.34852126591412,39
"NotPrey_predicted386","Fish72","Ref","Small zooplankton",-2.5150988841379,39
"ecart_6386","Fish72","Ref","Dist to Iso6",-2.6037247983619,39
"Dist_fond386","Fish72","Ref","Dist to bottom",-1.86803515890553,39
"Dist_berge386","Fish72","Ref","Dist to shore",-0.046975348648628,39
"Prey_predicted387","Fish72","Ref","Large zooplankton",2.41320926413018,39
"NotPrey_predicted387","Fish72","Ref","Small zooplankton",-2.60955422382633,39
"ecart_6387","Fish72","Ref","Dist to Iso6",-2.54166292319663,39
"Dist_fond387","Fish72","Ref","Dist to bottom",-1.71533305580116,39
"Dist_berge387","Fish72","Ref","Dist to shore",-0.25248963902965,39
"Prey_predicted388","Fish72","Ref","Large zooplankton",2.78353379348307,39
"NotPrey_predicted388","Fish72","Ref","Small zooplankton",-2.93382977213687,39
"ecart_6388","Fish72","Ref","Dist to Iso6",-2.31765578892093,39
"Dist_fond388","Fish72","Ref","Dist to bottom",-2.12275852541595,39
"Dist_berge388","Fish72","Ref","Dist to shore",-0.176441230926702,39
"Prey_predicted389","Fish72","Ref","Large zooplankton",3.23439366807304,39
"NotPrey_predicted389","Fish72","Ref","Small zooplankton",-3.27235755702702,39
"ecart_6389","Fish72","Ref","Dist to Iso6",-2.54560654105632,39
"Dist_fond389","Fish72","Ref","Dist to bottom",-2.521740154528,39
"Dist_berge389","Fish72","Ref","Dist to shore",0.0868118764684,39
"Prey_predicted390","Fish72","Ref","Large zooplankton",3.06884943948811,40
"NotPrey_predicted390","Fish72","Ref","Small zooplankton",-3.17979297887339,40
"ecart_6390","Fish72","Ref","Dist to Iso6",-2.80913588546327,40
"Dist_fond390","Fish72","Ref","Dist to bottom",-1.94569088109032,40
"Dist_berge390","Fish72","Ref","Dist to shore",-0.0326637986971342,40
"Prey_predicted391","Fish72","Ref","Large zooplankton",2.93898702480808,40
