"","ind","ref","param","coeff","N_random_tracks"
"NotPrey_predicted391","Fish72","Ref","Small zooplankton",-3.06927998245088,40
"ecart_6391","Fish72","Ref","Dist to Iso6",-2.44387823449273,40
"Dist_fond391","Fish72","Ref","Dist to bottom",-1.9757742006068,40
"Dist_berge391","Fish72","Ref","Dist to shore",-0.183382238185716,40
"Prey_predicted392","Fish72","Ref","Large zooplankton",2.46032784168075,40
"NotPrey_predicted392","Fish72","Ref","Small zooplankton",-2.61620779144581,40
"ecart_6392","Fish72","Ref","Dist to Iso6",-2.15281666728125,40
"Dist_fond392","Fish72","Ref","Dist to bottom",-2.1421216275101,40
"Dist_berge392","Fish72","Ref","Dist to shore",-0.0966763767794562,40
"Prey_predicted393","Fish72","Ref","Large zooplankton",2.66952218878206,40
"NotPrey_predicted393","Fish72","Ref","Small zooplankton",-2.76766127462978,40
"ecart_6393","Fish72","Ref","Dist to Iso6",-2.40797542242145,40
"Dist_fond393","Fish72","Ref","Dist to bottom",-2.00441438696164,40
"Dist_berge393","Fish72","Ref","Dist to shore",-0.0533439766413075,40
"Prey_predicted394","Fish72","Ref","Large zooplankton",2.47123106715491,40
"NotPrey_predicted394","Fish72","Ref","Small zooplankton",-2.61076148996702,40
"ecart_6394","Fish72","Ref","Dist to Iso6",-2.46158307493479,40
"Dist_fond394","Fish72","Ref","Dist to bottom",-2.03990922113688,40
"Dist_berge394","Fish72","Ref","Dist to shore",-0.0375735718013301,40
"Prey_predicted395","Fish72","Ref","Large zooplankton",2.4484873412121,40
"NotPrey_predicted395","Fish72","Ref","Small zooplankton",-2.56927684804579,40
"ecart_6395","Fish72","Ref","Dist to Iso6",-2.50692623248734,40
"Dist_fond395","Fish72","Ref","Dist to bottom",-1.75251127248323,40
"Dist_berge395","Fish72","Ref","Dist to shore",-0.0340052239449681,40
"Prey_predicted396","Fish72","Ref","Large zooplankton",2.43363398687311,40
"NotPrey_predicted396","Fish72","Ref","Small zooplankton",-2.51997033115496,40
"ecart_6396","Fish72","Ref","Dist to Iso6",-2.55465781922845,40
"Dist_fond396","Fish72","Ref","Dist to bottom",-2.07458727806601,40
"Dist_berge396","Fish72","Ref","Dist to shore",-0.0891154602901078,40
"Prey_predicted397","Fish72","Ref","Large zooplankton",2.27888407808914,40
"NotPrey_predicted397","Fish72","Ref","Small zooplankton",-2.39862912493365,40
"ecart_6397","Fish72","Ref","Dist to Iso6",-2.16678378880921,40
"Dist_fond397","Fish72","Ref","Dist to bottom",-2.18007697907511,40
"Dist_berge397","Fish72","Ref","Dist to shore",-0.1127595019604,40
"Prey_predicted398","Fish72","Ref","Large zooplankton",1.74582717267345,40
"NotPrey_predicted398","Fish72","Ref","Small zooplankton",-1.90612903636581,40
"ecart_6398","Fish72","Ref","Dist to Iso6",-1.98786790745102,40
"Dist_fond398","Fish72","Ref","Dist to bottom",-1.71999139402623,40
"Dist_berge398","Fish72","Ref","Dist to shore",-0.217082916413762,40
"Prey_predicted399","Fish72","Ref","Large zooplankton",2.8997337736527,40
"NotPrey_predicted399","Fish72","Ref","Small zooplankton",-3.01162629893694,40
"ecart_6399","Fish72","Ref","Dist to Iso6",-2.55571474940393,40
"Dist_fond399","Fish72","Ref","Dist to bottom",-2.16864595918571,40
"Dist_berge399","Fish72","Ref","Dist to shore",-0.0409834763787166,40
"Prey_predicted400","Fish72","Ref","Large zooplankton",2.28357726951593,41
"NotPrey_predicted400","Fish72","Ref","Small zooplankton",-2.40625938744209,41
"ecart_6400","Fish72","Ref","Dist to Iso6",-2.40024352213108,41
"Dist_fond400","Fish72","Ref","Dist to bottom",-2.19803905080008,41
"Dist_berge400","Fish72","Ref","Dist to shore",-0.0999363411738087,41
"Prey_predicted401","Fish72","Ref","Large zooplankton",2.09512232696491,41
"NotPrey_predicted401","Fish72","Ref","Small zooplankton",-2.23788627825169,41
"ecart_6401","Fish72","Ref","Dist to Iso6",-2.19802996969874,41
"Dist_fond401","Fish72","Ref","Dist to bottom",-2.11469653105454,41
"Dist_berge401","Fish72","Ref","Dist to shore",-0.0669637109006727,41
"Prey_predicted402","Fish72","Ref","Large zooplankton",2.56119621812985,41
"NotPrey_predicted402","Fish72","Ref","Small zooplankton",-2.67409164688664,41
"ecart_6402","Fish72","Ref","Dist to Iso6",-2.55677870959565,41
"Dist_fond402","Fish72","Ref","Dist to bottom",-1.92021381937915,41
"Dist_berge402","Fish72","Ref","Dist to shore",-0.0503162221094599,41
"Prey_predicted403","Fish72","Ref","Large zooplankton",1.17675962941527,41
"NotPrey_predicted403","Fish72","Ref","Small zooplankton",-1.32101498792179,41
"ecart_6403","Fish72","Ref","Dist to Iso6",-1.87225366261302,41
"Dist_fond403","Fish72","Ref","Dist to bottom",-2.19445143007395,41
"Dist_berge403","Fish72","Ref","Dist to shore",-0.0401691066728144,41
"Prey_predicted404","Fish72","Ref","Large zooplankton",2.03857475651211,41
"NotPrey_predicted404","Fish72","Ref","Small zooplankton",-2.18589399837535,41
"ecart_6404","Fish72","Ref","Dist to Iso6",-2.43807325342072,41
"Dist_fond404","Fish72","Ref","Dist to bottom",-1.9592005842378,41
"Dist_berge404","Fish72","Ref","Dist to shore",-0.100792944132392,41
"Prey_predicted405","Fish72","Ref","Large zooplankton",2.331396657487,41
"NotPrey_predicted405","Fish72","Ref","Small zooplankton",-2.55094032959406,41
"ecart_6405","Fish72","Ref","Dist to Iso6",-2.23178945398715,41
"Dist_fond405","Fish72","Ref","Dist to bottom",-1.95240886972572,41
"Dist_berge405","Fish72","Ref","Dist to shore",-0.143753792750195,41
"Prey_predicted406","Fish72","Ref","Large zooplankton",2.49959444506024,41
"NotPrey_predicted406","Fish72","Ref","Small zooplankton",-2.62234914519738,41
"ecart_6406","Fish72","Ref","Dist to Iso6",-2.31183131235447,41
"Dist_fond406","Fish72","Ref","Dist to bottom",-2.12224150903108,41
"Dist_berge406","Fish72","Ref","Dist to shore",-0.116324740386565,41
"Prey_predicted407","Fish72","Ref","Large zooplankton",3.43677555218801,41
"NotPrey_predicted407","Fish72","Ref","Small zooplankton",-3.52232426983352,41
"ecart_6407","Fish72","Ref","Dist to Iso6",-2.41771668839632,41
"Dist_fond407","Fish72","Ref","Dist to bottom",-2.81308095934666,41
"Dist_berge407","Fish72","Ref","Dist to shore",0.178650439128454,41
"Prey_predicted408","Fish72","Ref","Large zooplankton",2.88053255018696,41
"NotPrey_predicted408","Fish72","Ref","Small zooplankton",-3.02032545429197,41
"ecart_6408","Fish72","Ref","Dist to Iso6",-2.2091883233651,41
"Dist_fond408","Fish72","Ref","Dist to bottom",-2.25075969828826,41
"Dist_berge408","Fish72","Ref","Dist to shore",0.00656542065072619,41
"Prey_predicted409","Fish72","Ref","Large zooplankton",3.22152197178447,41
"NotPrey_predicted409","Fish72","Ref","Small zooplankton",-3.29074257713603,41
"ecart_6409","Fish72","Ref","Dist to Iso6",-2.80342070426587,41
"Dist_fond409","Fish72","Ref","Dist to bottom",-1.88522210547591,41
"Dist_berge409","Fish72","Ref","Dist to shore",-0.119668492047591,41
"Prey_predicted410","Fish72","Ref","Large zooplankton",2.88501766846439,42
"NotPrey_predicted410","Fish72","Ref","Small zooplankton",-2.96905176840634,42
"ecart_6410","Fish72","Ref","Dist to Iso6",-2.36419693680399,42
"Dist_fond410","Fish72","Ref","Dist to bottom",-2.32423391993529,42
"Dist_berge410","Fish72","Ref","Dist to shore",-0.216851677988478,42
"Prey_predicted411","Fish72","Ref","Large zooplankton",2.66808987435449,42
"NotPrey_predicted411","Fish72","Ref","Small zooplankton",-2.86233125625061,42
"ecart_6411","Fish72","Ref","Dist to Iso6",-2.48633487652277,42
"Dist_fond411","Fish72","Ref","Dist to bottom",-1.61941174049467,42
"Dist_berge411","Fish72","Ref","Dist to shore",-0.118983608244927,42
"Prey_predicted412","Fish72","Ref","Large zooplankton",2.94014584220499,42
"NotPrey_predicted412","Fish72","Ref","Small zooplankton",-3.08891298806708,42
"ecart_6412","Fish72","Ref","Dist to Iso6",-2.25762652955763,42
"Dist_fond412","Fish72","Ref","Dist to bottom",-2.2788262171977,42
"Dist_berge412","Fish72","Ref","Dist to shore",-0.165434101095942,42
"Prey_predicted413","Fish72","Ref","Large zooplankton",2.65631767016801,42
"NotPrey_predicted413","Fish72","Ref","Small zooplankton",-2.7658707121976,42
"ecart_6413","Fish72","Ref","Dist to Iso6",-2.36069474615006,42
"Dist_fond413","Fish72","Ref","Dist to bottom",-2.57232304858584,42
"Dist_berge413","Fish72","Ref","Dist to shore",0.00245177804317052,42
"Prey_predicted414","Fish72","Ref","Large zooplankton",2.41089832858575,42
"NotPrey_predicted414","Fish72","Ref","Small zooplankton",-2.56138154516382,42
"ecart_6414","Fish72","Ref","Dist to Iso6",-2.6483079981541,42
"Dist_fond414","Fish72","Ref","Dist to bottom",-1.72471848385975,42
"Dist_berge414","Fish72","Ref","Dist to shore",-0.204650555299864,42
"Prey_predicted415","Fish72","Ref","Large zooplankton",2.94474232366361,42
"NotPrey_predicted415","Fish72","Ref","Small zooplankton",-3.17242933615745,42
"ecart_6415","Fish72","Ref","Dist to Iso6",-2.65945769511224,42
"Dist_fond415","Fish72","Ref","Dist to bottom",-2.22885223332854,42
"Dist_berge415","Fish72","Ref","Dist to shore",-0.0412517058100945,42
"Prey_predicted416","Fish72","Ref","Large zooplankton",2.38627633378661,42
"NotPrey_predicted416","Fish72","Ref","Small zooplankton",-2.47322987318351,42
"ecart_6416","Fish72","Ref","Dist to Iso6",-2.44234025739417,42
"Dist_fond416","Fish72","Ref","Dist to bottom",-2.09007864564004,42
"Dist_berge416","Fish72","Ref","Dist to shore",-0.0554891644697173,42
"Prey_predicted417","Fish72","Ref","Large zooplankton",2.65612097095301,42
"NotPrey_predicted417","Fish72","Ref","Small zooplankton",-2.74277042763824,42
"ecart_6417","Fish72","Ref","Dist to Iso6",-1.89157542927054,42
"Dist_fond417","Fish72","Ref","Dist to bottom",-2.62608217364983,42
"Dist_berge417","Fish72","Ref","Dist to shore",0.0639353311939486,42
"Prey_predicted418","Fish72","Ref","Large zooplankton",2.17671001791532,42
"NotPrey_predicted418","Fish72","Ref","Small zooplankton",-2.29754367880228,42
"ecart_6418","Fish72","Ref","Dist to Iso6",-2.18637276702162,42
"Dist_fond418","Fish72","Ref","Dist to bottom",-1.98957935599819,42
"Dist_berge418","Fish72","Ref","Dist to shore",-0.12777718163196,42
"Prey_predicted419","Fish72","Ref","Large zooplankton",1.82983219539796,42
"NotPrey_predicted419","Fish72","Ref","Small zooplankton",-2.04450694441535,42
"ecart_6419","Fish72","Ref","Dist to Iso6",-2.3702591921467,42
"Dist_fond419","Fish72","Ref","Dist to bottom",-1.79755479839527,42
"Dist_berge419","Fish72","Ref","Dist to shore",-0.23148492820812,42
"Prey_predicted420","Fish72","Ref","Large zooplankton",1.97279065874528,43
"NotPrey_predicted420","Fish72","Ref","Small zooplankton",-2.18588891516339,43
"ecart_6420","Fish72","Ref","Dist to Iso6",-2.2692978321792,43
"Dist_fond420","Fish72","Ref","Dist to bottom",-1.59583260962517,43
"Dist_berge420","Fish72","Ref","Dist to shore",-0.139385512956219,43
"Prey_predicted421","Fish72","Ref","Large zooplankton",2.48110297190999,43
"NotPrey_predicted421","Fish72","Ref","Small zooplankton",-2.65736678618164,43
"ecart_6421","Fish72","Ref","Dist to Iso6",-2.84979899408959,43
"Dist_fond421","Fish72","Ref","Dist to bottom",-1.9408805693324,43
"Dist_berge421","Fish72","Ref","Dist to shore",-0.24015407872856,43
"Prey_predicted422","Fish72","Ref","Large zooplankton",2.46221833892983,43
"NotPrey_predicted422","Fish72","Ref","Small zooplankton",-2.63778444967886,43
"ecart_6422","Fish72","Ref","Dist to Iso6",-2.28490077111729,43
"Dist_fond422","Fish72","Ref","Dist to bottom",-1.94441115150002,43
"Dist_berge422","Fish72","Ref","Dist to shore",-0.0839879661292503,43
"Prey_predicted423","Fish72","Ref","Large zooplankton",3.24572735161448,43
"NotPrey_predicted423","Fish72","Ref","Small zooplankton",-3.34046329680529,43
"ecart_6423","Fish72","Ref","Dist to Iso6",-2.67557663819219,43
"Dist_fond423","Fish72","Ref","Dist to bottom",-2.01855848625758,43
"Dist_berge423","Fish72","Ref","Dist to shore",-0.138511743512367,43
"Prey_predicted424","Fish72","Ref","Large zooplankton",2.05559078544707,43
"NotPrey_predicted424","Fish72","Ref","Small zooplankton",-2.20544170980967,43
"ecart_6424","Fish72","Ref","Dist to Iso6",-2.55459987393548,43
"Dist_fond424","Fish72","Ref","Dist to bottom",-1.85145023910471,43
"Dist_berge424","Fish72","Ref","Dist to shore",-0.164091396046302,43
"Prey_predicted425","Fish72","Ref","Large zooplankton",3.0841231233139,43
"NotPrey_predicted425","Fish72","Ref","Small zooplankton",-3.23012031445802,43
"ecart_6425","Fish72","Ref","Dist to Iso6",-2.2757072618687,43
"Dist_fond425","Fish72","Ref","Dist to bottom",-2.24996448010308,43
"Dist_berge425","Fish72","Ref","Dist to shore",-0.135389181465606,43
"Prey_predicted426","Fish72","Ref","Large zooplankton",2.20382656718442,43
"NotPrey_predicted426","Fish72","Ref","Small zooplankton",-2.31825001058203,43
"ecart_6426","Fish72","Ref","Dist to Iso6",-2.52327863786049,43
"Dist_fond426","Fish72","Ref","Dist to bottom",-2.02983640648413,43
"Dist_berge426","Fish72","Ref","Dist to shore",-0.0863954156084737,43
"Prey_predicted427","Fish72","Ref","Large zooplankton",1.82511518080918,43
"NotPrey_predicted427","Fish72","Ref","Small zooplankton",-2.03889042188806,43
"ecart_6427","Fish72","Ref","Dist to Iso6",-2.10633543142874,43
"Dist_fond427","Fish72","Ref","Dist to bottom",-2.01009625102299,43
"Dist_berge427","Fish72","Ref","Dist to shore",-0.0930488948216474,43
"Prey_predicted428","Fish72","Ref","Large zooplankton",2.77278676525974,43
"NotPrey_predicted428","Fish72","Ref","Small zooplankton",-2.92640723731741,43
"ecart_6428","Fish72","Ref","Dist to Iso6",-2.57243808847889,43
"Dist_fond428","Fish72","Ref","Dist to bottom",-1.85890238580969,43
"Dist_berge428","Fish72","Ref","Dist to shore",-0.190136482612743,43
"Prey_predicted429","Fish72","Ref","Large zooplankton",2.57039120184628,43
"NotPrey_predicted429","Fish72","Ref","Small zooplankton",-2.68536754554052,43
"ecart_6429","Fish72","Ref","Dist to Iso6",-2.07161272836861,43
"Dist_fond429","Fish72","Ref","Dist to bottom",-2.04382893764867,43
"Dist_berge429","Fish72","Ref","Dist to shore",-0.125280578687672,43
"Prey_predicted430","Fish72","Ref","Large zooplankton",2.93431753746057,44
"NotPrey_predicted430","Fish72","Ref","Small zooplankton",-3.10164665257876,44
"ecart_6430","Fish72","Ref","Dist to Iso6",-2.66975894334495,44
"Dist_fond430","Fish72","Ref","Dist to bottom",-1.99288677992492,44
"Dist_berge430","Fish72","Ref","Dist to shore",-0.106797308988664,44
"Prey_predicted431","Fish72","Ref","Large zooplankton",2.14408385213059,44
"NotPrey_predicted431","Fish72","Ref","Small zooplankton",-2.34753795371505,44
"ecart_6431","Fish72","Ref","Dist to Iso6",-2.39956287316417,44
"Dist_fond431","Fish72","Ref","Dist to bottom",-1.42406120814523,44
"Dist_berge431","Fish72","Ref","Dist to shore",-0.170864779527676,44
"Prey_predicted432","Fish72","Ref","Large zooplankton",1.94419868084994,44
"NotPrey_predicted432","Fish72","Ref","Small zooplankton",-2.17566760328251,44
"ecart_6432","Fish72","Ref","Dist to Iso6",-2.13399030635643,44
"Dist_fond432","Fish72","Ref","Dist to bottom",-1.68035464742561,44
"Dist_berge432","Fish72","Ref","Dist to shore",-0.235385248216706,44
"Prey_predicted433","Fish72","Ref","Large zooplankton",3.16464049805919,44
"NotPrey_predicted433","Fish72","Ref","Small zooplankton",-3.2433064486176,44
"ecart_6433","Fish72","Ref","Dist to Iso6",-2.25251081154989,44
"Dist_fond433","Fish72","Ref","Dist to bottom",-2.35179737413941,44
"Dist_berge433","Fish72","Ref","Dist to shore",0.0450118546452306,44
"Prey_predicted434","Fish72","Ref","Large zooplankton",2.48135836451252,44
"NotPrey_predicted434","Fish72","Ref","Small zooplankton",-2.62740309190031,44
"ecart_6434","Fish72","Ref","Dist to Iso6",-2.30522830762316,44
"Dist_fond434","Fish72","Ref","Dist to bottom",-2.25122472741895,44
"Dist_berge434","Fish72","Ref","Dist to shore",-0.00785448769104446,44
"Prey_predicted435","Fish72","Ref","Large zooplankton",2.77951086426788,44
"NotPrey_predicted435","Fish72","Ref","Small zooplankton",-2.85918365736673,44
"ecart_6435","Fish72","Ref","Dist to Iso6",-2.36770451919376,44
"Dist_fond435","Fish72","Ref","Dist to bottom",-2.53795207375015,44
"Dist_berge435","Fish72","Ref","Dist to shore",0.0152429570561352,44
"Prey_predicted436","Fish72","Ref","Large zooplankton",2.04356902374775,44
"NotPrey_predicted436","Fish72","Ref","Small zooplankton",-2.16760700881892,44
"ecart_6436","Fish72","Ref","Dist to Iso6",-2.42624850426391,44
"Dist_fond436","Fish72","Ref","Dist to bottom",-2.04384683152803,44
"Dist_berge436","Fish72","Ref","Dist to shore",-0.0689739814406287,44
"Prey_predicted437","Fish72","Ref","Large zooplankton",2.93192222777668,44
"NotPrey_predicted437","Fish72","Ref","Small zooplankton",-3.01318423730984,44
"ecart_6437","Fish72","Ref","Dist to Iso6",-2.51061354539238,44
"Dist_fond437","Fish72","Ref","Dist to bottom",-2.30407304921085,44
"Dist_berge437","Fish72","Ref","Dist to shore",-0.0153110939737215,44
"Prey_predicted438","Fish72","Ref","Large zooplankton",2.63148698905929,44
"NotPrey_predicted438","Fish72","Ref","Small zooplankton",-2.74701104983692,44
"ecart_6438","Fish72","Ref","Dist to Iso6",-2.66012596131593,44
"Dist_fond438","Fish72","Ref","Dist to bottom",-1.8708683958879,44
"Dist_berge438","Fish72","Ref","Dist to shore",-0.105211731401197,44
"Prey_predicted439","Fish72","Ref","Large zooplankton",2.56289301402481,44
"NotPrey_predicted439","Fish72","Ref","Small zooplankton",-2.74037329080136,44
"ecart_6439","Fish72","Ref","Dist to Iso6",-2.51678199205773,44
"Dist_fond439","Fish72","Ref","Dist to bottom",-2.33977905719606,44
"Dist_berge439","Fish72","Ref","Dist to shore",-0.0998846853222915,44
"Prey_predicted440","Fish72","Ref","Large zooplankton",2.45737612300909,45
"NotPrey_predicted440","Fish72","Ref","Small zooplankton",-2.58302293338948,45
"ecart_6440","Fish72","Ref","Dist to Iso6",-2.31212772606358,45
"Dist_fond440","Fish72","Ref","Dist to bottom",-2.20228645036744,45
"Dist_berge440","Fish72","Ref","Dist to shore",-0.0874719354096378,45
"Prey_predicted441","Fish72","Ref","Large zooplankton",2.55292315720772,45
"NotPrey_predicted441","Fish72","Ref","Small zooplankton",-2.62787209490176,45
"ecart_6441","Fish72","Ref","Dist to Iso6",-2.29101884727887,45
"Dist_fond441","Fish72","Ref","Dist to bottom",-2.48760079708868,45
"Dist_berge441","Fish72","Ref","Dist to shore",-0.0079707325457569,45
"Prey_predicted442","Fish72","Ref","Large zooplankton",2.81266402855778,45
"NotPrey_predicted442","Fish72","Ref","Small zooplankton",-2.93083597739672,45
"ecart_6442","Fish72","Ref","Dist to Iso6",-2.53783302118122,45
"Dist_fond442","Fish72","Ref","Dist to bottom",-1.97753754181534,45
"Dist_berge442","Fish72","Ref","Dist to shore",-0.10290506153865,45
"Prey_predicted443","Fish72","Ref","Large zooplankton",2.23834395306664,45
"NotPrey_predicted443","Fish72","Ref","Small zooplankton",-2.38794859962338,45
"ecart_6443","Fish72","Ref","Dist to Iso6",-2.56104367775822,45
